step 0, batch loss 1.868, 0.01 iters/s
step 45016, batch loss 1.053, 1.74 iters/s
step 45017, batch loss 1.044, 1.74 iters/s
step 45018, batch loss 1.224, 1.74 iters/s
step 45019, batch loss 0.743, 1.74 iters/s
step 45020, batch loss 0.668, 1.74 iters/s
step 45021, batch loss 0.511, 1.74 iters/s
step 45022, batch loss 1.066, 1.74 iters/s
step 45023, batch loss 0.804, 1.74 iters/s
step 45024, batch loss 0.655, 1.74 iters/s
step 45025, batch loss 1.713, 1.74 iters/s
step 45026, batch loss 1.307, 1.74 iters/s
step 45027, batch loss 0.758, 1.74 iters/s
step 45028, batch loss 1.588, 1.74 iters/s
step 45029, batch loss 1.527, 1.74 iters/s
step 45030, batch loss 1.298, 1.75 iters/s
step 45031, batch loss 1.313, 1.74 iters/s
step 45032, batch loss 0.769, 1.74 iters/s
step 45033, batch loss 0.523, 1.74 iters/s
step 45034, batch loss 1.042, 1.74 iters/s
step 45035, batch loss 1.744, 1.74 iters/s
step 45036, batch loss 0.987, 1.74 iters/s
step 45037, batch loss 0.659, 1.74 iters/s
step 45038, batch loss 1.335, 1.74 iters/s
step 45039, batch loss 1.781, 1.74 iters/s
step 45040, batch loss 0.456, 1.74 iters/s
step 45041, batch loss 1.213, 1.74 iters/s
step 45042, batch loss 1.302, 1.74 iters/s
step 45043, batch loss 0.689, 1.74 iters/s
step 45044, batch loss 1.078, 1.74 iters/s
step 45045, batch loss 0.307, 1.74 iters/s
step 45046, batch loss 1.38, 1.74 iters/s
step 45047, batch loss 0.819, 1.74 iters/s
step 45048, batch loss 1.52, 1.74 iters/s
step 45049, batch loss 0.836, 1.74 iters/s
step 45050, batch loss 0.816, 1.73 iters/s
step 45051, batch loss 1.084, 1.74 iters/s
step 45052, batch loss 0.409, 1.74 iters/s
step 45053, batch loss 1.2, 1.74 iters/s
step 45054, batch loss 1.625, 1.74 iters/s
step 45055, batch loss 1.05, 1.74 iters/s
step 45056, batch loss 1.186, 1.74 iters/s
step 45057, batch loss 1.008, 1.74 iters/s
step 45058, batch loss 0.911, 1.74 iters/s
step 45059, batch loss 1.063, 1.74 iters/s
step 45060, batch loss 0.613, 1.74 iters/s
step 45061, batch loss 1.172, 1.74 iters/s
step 45062, batch loss 0.854, 1.74 iters/s
step 45063, batch loss 0.564, 1.74 iters/s
step 45064, batch loss 1.396, 1.74 iters/s
step 45065, batch loss 1.419, 1.74 iters/s
step 45066, batch loss 1.35, 1.74 iters/s
step 45067, batch loss 0.924, 1.74 iters/s
step 45068, batch loss 0.575, 1.74 iters/s
step 45069, batch loss 1.081, 1.74 iters/s
step 45070, batch loss 0.598, 1.74 iters/s
step 45071, batch loss 1.306, 1.74 iters/s
step 45072, batch loss 1.506, 1.74 iters/s
step 45073, batch loss 1.636, 1.74 iters/s
step 45074, batch loss 0.633, 1.74 iters/s
step 45075, batch loss 0.849, 1.74 iters/s
step 45076, batch loss 1.211, 1.74 iters/s
step 45077, batch loss 1.369, 1.74 iters/s
step 45078, batch loss 1.04, 1.74 iters/s
step 45079, batch loss 1.131, 1.74 iters/s
step 45080, batch loss 0.814, 1.74 iters/s
step 45081, batch loss 1.11, 1.74 iters/s
step 45082, batch loss 0.507, 1.74 iters/s
step 45083, batch loss 0.834, 1.74 iters/s
step 45084, batch loss 0.948, 1.74 iters/s
step 45085, batch loss 0.682, 1.74 iters/s
step 45086, batch loss 1.449, 1.74 iters/s
step 45087, batch loss 0.594, 1.74 iters/s
step 45088, batch loss 1.684, 1.74 iters/s
step 45089, batch loss 0.903, 1.74 iters/s
step 45090, batch loss 0.484, 1.74 iters/s
step 45091, batch loss 2.098, 1.74 iters/s
step 45092, batch loss 0.361, 1.74 iters/s
step 45093, batch loss 0.898, 1.74 iters/s
step 45094, batch loss 0.796, 1.74 iters/s
step 45095, batch loss 1.809, 1.74 iters/s
step 45096, batch loss 0.599, 1.74 iters/s
step 45097, batch loss 0.998, 1.74 iters/s
step 45098, batch loss 0.978, 1.74 iters/s
step 45099, batch loss 1.456, 1.74 iters/s
step 45100, batch loss 0.996, 1.74 iters/s
step 45101, batch loss 0.503, 1.74 iters/s
step 45102, batch loss 1.537, 1.74 iters/s
step 45103, batch loss 1.53, 1.74 iters/s
step 45104, batch loss 1.032, 1.74 iters/s
step 45105, batch loss 1.363, 1.74 iters/s
step 45106, batch loss 1.163, 1.74 iters/s
step 45107, batch loss 1.305, 1.75 iters/s
step 45108, batch loss 0.666, 1.74 iters/s
step 45109, batch loss 0.325, 1.74 iters/s
step 45110, batch loss 1.384, 1.74 iters/s
step 45111, batch loss 0.434, 1.74 iters/s
step 45112, batch loss 1.615, 1.74 iters/s
step 45113, batch loss 0.695, 1.74 iters/s
step 45114, batch loss 1.326, 1.74 iters/s
step 45115, batch loss 0.731, 1.74 iters/s
step 45116, batch loss 0.421, 1.74 iters/s
step 45117, batch loss 1.139, 1.74 iters/s
step 45118, batch loss 1.838, 1.74 iters/s
step 45119, batch loss 1.136, 1.74 iters/s
step 45120, batch loss 1.185, 1.74 iters/s
step 45121, batch loss 0.404, 1.74 iters/s
step 45122, batch loss 1.581, 1.74 iters/s
step 45123, batch loss 1.243, 1.74 iters/s
step 45124, batch loss 1.059, 1.74 iters/s
step 45125, batch loss 1.487, 1.74 iters/s
step 45126, batch loss 0.667, 1.74 iters/s
step 45127, batch loss 1.388, 1.74 iters/s
step 45128, batch loss 0.533, 1.74 iters/s
step 45129, batch loss 0.644, 1.74 iters/s
step 45130, batch loss 0.674, 1.74 iters/s
step 45131, batch loss 2.183, 1.74 iters/s
step 45132, batch loss 0.564, 1.74 iters/s
step 45133, batch loss 0.936, 1.74 iters/s
step 45134, batch loss 1.043, 1.74 iters/s
step 45135, batch loss 1.983, 1.74 iters/s
step 45136, batch loss 0.994, 1.74 iters/s
step 45137, batch loss 0.923, 1.74 iters/s
step 45138, batch loss 1.256, 1.74 iters/s
step 45139, batch loss 1.228, 1.74 iters/s
step 45140, batch loss 0.458, 1.74 iters/s
step 45141, batch loss 0.426, 1.74 iters/s
step 45142, batch loss 1.011, 1.74 iters/s
step 45143, batch loss 0.65, 1.74 iters/s
step 45144, batch loss 0.161, 1.74 iters/s
step 45145, batch loss 0.899, 1.74 iters/s
step 45146, batch loss 1.43, 1.74 iters/s
step 45147, batch loss 1.233, 1.74 iters/s
step 45148, batch loss 1.11, 1.74 iters/s
step 45149, batch loss 1.543, 1.74 iters/s
step 45150, batch loss 1.372, 1.74 iters/s
step 45151, batch loss 0.244, 1.74 iters/s
step 45152, batch loss 1.463, 1.74 iters/s
step 45153, batch loss 0.743, 1.74 iters/s
step 45154, batch loss 0.532, 1.74 iters/s
step 45155, batch loss 1.181, 1.74 iters/s
step 45156, batch loss 0.601, 1.74 iters/s
step 45157, batch loss 0.902, 1.74 iters/s
step 45158, batch loss 1.272, 1.74 iters/s
step 45159, batch loss 0.978, 1.74 iters/s
step 45160, batch loss 0.559, 1.74 iters/s
step 45161, batch loss 0.687, 1.74 iters/s
step 45162, batch loss 1.042, 1.75 iters/s
step 45163, batch loss 1.442, 1.74 iters/s
step 45164, batch loss 1.626, 1.74 iters/s
step 45165, batch loss 1.113, 1.74 iters/s
step 45166, batch loss 0.552, 1.74 iters/s
step 45167, batch loss 0.439, 1.74 iters/s
step 45168, batch loss 0.958, 1.74 iters/s
step 45169, batch loss 0.842, 1.74 iters/s
step 45170, batch loss 0.997, 1.74 iters/s
step 45171, batch loss 1.703, 1.74 iters/s
step 45172, batch loss 0.691, 1.73 iters/s
step 45173, batch loss 1.04, 1.74 iters/s
step 45174, batch loss 0.958, 1.74 iters/s
step 45175, batch loss 0.462, 1.74 iters/s
step 45176, batch loss 0.614, 1.74 iters/s
step 45177, batch loss 0.804, 1.74 iters/s
step 45178, batch loss 0.768, 1.74 iters/s
step 45179, batch loss 1.134, 1.74 iters/s
step 45180, batch loss 1.632, 1.74 iters/s
step 45181, batch loss 1.059, 1.74 iters/s
step 45182, batch loss 0.166, 1.74 iters/s
step 45183, batch loss 0.653, 1.74 iters/s
step 45184, batch loss 0.77, 1.74 iters/s
step 45185, batch loss 1.412, 1.74 iters/s
step 45186, batch loss 1.212, 1.74 iters/s
step 45187, batch loss 0.487, 1.74 iters/s
step 45188, batch loss 1.084, 1.74 iters/s
step 45189, batch loss 0.715, 1.74 iters/s
step 45190, batch loss 1.29, 1.74 iters/s
step 45191, batch loss 0.617, 1.74 iters/s
step 45192, batch loss 0.72, 1.74 iters/s
step 45193, batch loss 0.705, 1.74 iters/s
step 45194, batch loss 0.417, 1.74 iters/s
step 45195, batch loss 1.164, 1.74 iters/s
step 45196, batch loss 1.003, 1.74 iters/s
step 45197, batch loss 1.193, 1.74 iters/s
step 45198, batch loss 0.358, 1.74 iters/s
step 45199, batch loss 0.744, 1.74 iters/s
step 45200, batch loss 0.751, 1.74 iters/s
step 45201, batch loss 1.632, 1.74 iters/s
step 45202, batch loss 0.531, 1.74 iters/s
step 45203, batch loss 0.167, 1.74 iters/s
step 45204, batch loss 1.472, 1.74 iters/s
step 45205, batch loss 0.743, 1.74 iters/s
step 45206, batch loss 1.133, 1.74 iters/s
step 45207, batch loss 1.142, 1.73 iters/s
step 45208, batch loss 1.0, 1.74 iters/s
step 45209, batch loss 0.577, 1.74 iters/s
step 45210, batch loss 0.421, 1.74 iters/s
step 45211, batch loss 1.503, 1.74 iters/s
step 45212, batch loss 0.793, 1.74 iters/s
step 45213, batch loss 0.95, 1.74 iters/s
step 45214, batch loss 0.371, 1.74 iters/s
step 45215, batch loss 0.592, 1.74 iters/s
step 45216, batch loss 0.949, 1.74 iters/s
step 45217, batch loss 0.84, 1.74 iters/s
step 45218, batch loss 0.979, 1.74 iters/s
step 45219, batch loss 0.31, 1.74 iters/s
step 45220, batch loss 1.673, 1.74 iters/s
step 45221, batch loss 0.557, 1.74 iters/s
step 45222, batch loss 0.768, 1.74 iters/s
step 45223, batch loss 0.617, 1.74 iters/s
step 45224, batch loss 1.126, 1.74 iters/s
step 45225, batch loss 0.97, 1.74 iters/s
step 45226, batch loss 2.088, 1.74 iters/s
step 45227, batch loss 1.01, 1.74 iters/s
step 45228, batch loss 2.286, 1.74 iters/s
step 45229, batch loss 1.017, 1.74 iters/s
step 45230, batch loss 1.159, 1.74 iters/s
step 45231, batch loss 1.193, 1.74 iters/s
step 45232, batch loss 1.586, 1.74 iters/s
step 45233, batch loss 0.743, 1.74 iters/s
step 45234, batch loss 0.85, 1.74 iters/s
step 45235, batch loss 1.034, 1.74 iters/s
step 45236, batch loss 1.249, 1.74 iters/s
step 45237, batch loss 1.282, 1.74 iters/s
step 45238, batch loss 1.179, 1.74 iters/s
step 45239, batch loss 0.754, 1.74 iters/s
step 45240, batch loss 1.031, 1.74 iters/s
step 45241, batch loss 1.149, 1.75 iters/s
step 45242, batch loss 1.285, 1.74 iters/s
step 45243, batch loss 0.732, 1.74 iters/s
step 45244, batch loss 0.907, 1.74 iters/s
step 45245, batch loss 1.185, 1.74 iters/s
step 45246, batch loss 1.771, 1.74 iters/s
step 45247, batch loss 0.807, 1.74 iters/s
step 45248, batch loss 0.556, 1.74 iters/s
step 45249, batch loss 1.296, 1.74 iters/s
step 45250, batch loss 2.233, 1.74 iters/s
step 45251, batch loss 1.351, 1.74 iters/s
step 45252, batch loss 0.894, 1.74 iters/s
step 45253, batch loss 1.487, 1.74 iters/s
step 45254, batch loss 0.53, 1.74 iters/s
step 45255, batch loss 1.224, 1.74 iters/s
step 45256, batch loss 0.853, 1.74 iters/s
step 45257, batch loss 1.449, 1.75 iters/s
step 45258, batch loss 0.652, 1.74 iters/s
step 45259, batch loss 0.588, 1.74 iters/s
step 45260, batch loss 1.009, 1.74 iters/s
step 45261, batch loss 1.088, 1.74 iters/s
step 45262, batch loss 0.475, 1.74 iters/s
step 45263, batch loss 1.57, 1.74 iters/s
step 45264, batch loss 0.76, 1.74 iters/s
step 45265, batch loss 0.808, 1.74 iters/s
step 45266, batch loss 1.79, 1.74 iters/s
step 45267, batch loss 1.812, 1.74 iters/s
step 45268, batch loss 0.611, 1.74 iters/s
step 45269, batch loss 0.378, 1.74 iters/s
step 45270, batch loss 1.682, 1.74 iters/s
step 45271, batch loss 0.316, 1.74 iters/s
step 45272, batch loss 1.132, 1.74 iters/s
step 45273, batch loss 1.063, 1.74 iters/s
step 45274, batch loss 1.78, 1.74 iters/s
step 45275, batch loss 1.206, 1.74 iters/s
step 45276, batch loss 0.94, 1.75 iters/s
step 45277, batch loss 1.031, 1.74 iters/s
step 45278, batch loss 0.342, 1.74 iters/s
step 45279, batch loss 1.409, 1.74 iters/s
step 45280, batch loss 1.448, 1.74 iters/s
step 45281, batch loss 0.501, 1.74 iters/s
step 45282, batch loss 1.292, 1.74 iters/s
step 45283, batch loss 1.34, 1.74 iters/s
step 45284, batch loss 0.934, 1.74 iters/s
step 45285, batch loss 1.214, 1.74 iters/s
step 45286, batch loss 0.387, 1.74 iters/s
step 45287, batch loss 0.685, 1.74 iters/s
step 45288, batch loss 0.874, 1.74 iters/s
step 45289, batch loss 0.819, 1.75 iters/s
step 45290, batch loss 0.936, 1.74 iters/s
step 45291, batch loss 1.215, 1.74 iters/s
step 45292, batch loss 1.223, 1.74 iters/s
step 45293, batch loss 1.909, 1.74 iters/s
step 45294, batch loss 0.229, 1.74 iters/s
step 45295, batch loss 1.463, 1.74 iters/s
step 45296, batch loss 0.605, 1.74 iters/s
step 45297, batch loss 0.412, 1.74 iters/s
step 45298, batch loss 1.603, 1.74 iters/s
step 45299, batch loss 0.853, 1.74 iters/s
step 45300, batch loss 1.444, 1.74 iters/s
step 45301, batch loss 0.931, 1.74 iters/s
step 45302, batch loss 0.591, 1.74 iters/s
step 45303, batch loss 1.127, 1.74 iters/s
step 45304, batch loss 0.302, 1.74 iters/s
step 45305, batch loss 0.976, 1.74 iters/s
step 45306, batch loss 1.668, 1.74 iters/s
step 45307, batch loss 1.052, 1.74 iters/s
step 45308, batch loss 1.129, 1.74 iters/s
step 45309, batch loss 0.54, 1.74 iters/s
step 45310, batch loss 0.419, 1.74 iters/s
step 45311, batch loss 0.291, 1.74 iters/s
step 45312, batch loss 1.29, 1.74 iters/s
step 45313, batch loss 0.372, 1.74 iters/s
step 45314, batch loss 1.492, 1.74 iters/s
step 45315, batch loss 1.239, 1.74 iters/s
step 45316, batch loss 0.906, 1.74 iters/s
step 45317, batch loss 0.727, 1.74 iters/s
step 45318, batch loss 1.608, 1.74 iters/s
step 45319, batch loss 0.414, 1.74 iters/s
step 45320, batch loss 2.711, 1.74 iters/s
step 45321, batch loss 1.155, 1.75 iters/s
step 45322, batch loss 0.671, 1.74 iters/s
step 45323, batch loss 1.371, 1.74 iters/s
step 45324, batch loss 1.366, 1.74 iters/s
step 45325, batch loss 1.157, 1.74 iters/s
step 45326, batch loss 2.012, 1.74 iters/s
step 45327, batch loss 1.874, 1.74 iters/s
step 45328, batch loss 0.711, 1.74 iters/s
step 45329, batch loss 1.386, 1.74 iters/s
step 45330, batch loss 0.989, 1.74 iters/s
step 45331, batch loss 0.873, 1.74 iters/s
step 45332, batch loss 1.004, 1.74 iters/s
step 45333, batch loss 1.804, 1.74 iters/s
step 45334, batch loss 1.159, 1.74 iters/s
step 45335, batch loss 0.398, 1.74 iters/s
step 45336, batch loss 0.714, 1.74 iters/s
step 45337, batch loss 1.355, 1.74 iters/s
step 45338, batch loss 0.345, 1.74 iters/s
step 45339, batch loss 0.857, 1.74 iters/s
step 45340, batch loss 0.571, 1.74 iters/s
step 45341, batch loss 0.675, 1.74 iters/s
step 45342, batch loss 0.888, 1.74 iters/s
step 45343, batch loss 1.585, 1.74 iters/s
step 45344, batch loss 1.641, 1.74 iters/s
step 45345, batch loss 0.356, 1.74 iters/s
step 45346, batch loss 1.037, 1.74 iters/s
step 45347, batch loss 1.581, 1.74 iters/s
step 45348, batch loss 0.368, 1.74 iters/s
step 45349, batch loss 1.086, 1.74 iters/s
step 45350, batch loss 0.45, 1.74 iters/s
step 45351, batch loss 0.766, 1.74 iters/s
step 45352, batch loss 0.416, 1.74 iters/s
step 45353, batch loss 2.331, 1.74 iters/s
step 45354, batch loss 0.942, 1.74 iters/s
step 45355, batch loss 0.673, 1.74 iters/s
step 45356, batch loss 1.122, 1.74 iters/s
step 45357, batch loss 0.892, 1.74 iters/s
step 45358, batch loss 1.525, 1.74 iters/s
step 45359, batch loss 1.412, 1.74 iters/s
step 45360, batch loss 1.051, 1.74 iters/s
step 45361, batch loss 0.819, 1.74 iters/s
step 45362, batch loss 1.084, 1.74 iters/s
step 45363, batch loss 0.876, 1.74 iters/s
step 45364, batch loss 1.126, 1.74 iters/s
step 45365, batch loss 1.236, 1.74 iters/s
step 45366, batch loss 0.555, 1.74 iters/s
step 45367, batch loss 1.767, 1.74 iters/s
step 45368, batch loss 0.644, 1.74 iters/s
step 45369, batch loss 1.722, 1.74 iters/s
step 45370, batch loss 0.87, 1.74 iters/s
step 45371, batch loss 0.821, 1.74 iters/s
step 45372, batch loss 1.812, 1.74 iters/s
step 45373, batch loss 1.273, 1.74 iters/s
step 45374, batch loss 1.356, 1.74 iters/s
step 45375, batch loss 1.063, 1.74 iters/s
step 45376, batch loss 1.03, 1.74 iters/s
step 45377, batch loss 1.291, 1.74 iters/s
step 45378, batch loss 0.856, 1.74 iters/s
step 45379, batch loss 1.115, 1.74 iters/s
step 45380, batch loss 1.506, 1.74 iters/s
step 45381, batch loss 1.137, 1.73 iters/s
step 45382, batch loss 1.192, 1.74 iters/s
step 45383, batch loss 1.542, 1.74 iters/s
step 45384, batch loss 1.59, 1.74 iters/s
step 45385, batch loss 1.694, 1.74 iters/s
step 45386, batch loss 1.152, 1.74 iters/s
step 45387, batch loss 0.379, 1.74 iters/s
step 45388, batch loss 1.494, 1.74 iters/s
step 45389, batch loss 0.34, 1.74 iters/s
step 45390, batch loss 0.34, 1.74 iters/s
step 45391, batch loss 0.914, 1.74 iters/s
step 45392, batch loss 1.087, 1.74 iters/s
step 45393, batch loss 1.88, 1.74 iters/s
step 45394, batch loss 0.391, 1.74 iters/s
step 45395, batch loss 1.681, 1.74 iters/s
step 45396, batch loss 1.576, 1.74 iters/s
step 45397, batch loss 1.321, 1.74 iters/s
step 45398, batch loss 1.6, 1.74 iters/s
step 45399, batch loss 0.547, 1.74 iters/s
step 45400, batch loss 1.567, 1.74 iters/s
step 45401, batch loss 1.394, 1.74 iters/s
step 45402, batch loss 0.555, 1.74 iters/s
step 45403, batch loss 1.206, 1.74 iters/s
step 45404, batch loss 1.254, 1.74 iters/s
step 45405, batch loss 0.941, 1.74 iters/s
step 45406, batch loss 0.549, 1.74 iters/s
step 45407, batch loss 0.927, 1.74 iters/s
step 45408, batch loss 1.635, 1.75 iters/s
step 45409, batch loss 1.728, 1.74 iters/s
step 45410, batch loss 0.779, 1.74 iters/s
step 45411, batch loss 1.699, 1.74 iters/s
step 45412, batch loss 1.734, 1.74 iters/s
step 45413, batch loss 0.981, 1.74 iters/s
step 45414, batch loss 1.165, 1.74 iters/s
step 45415, batch loss 1.081, 1.74 iters/s
step 45416, batch loss 1.691, 1.74 iters/s
step 45417, batch loss 1.236, 1.74 iters/s
step 45418, batch loss 0.855, 1.74 iters/s
step 45419, batch loss 0.64, 1.74 iters/s
step 45420, batch loss 1.017, 1.74 iters/s
step 45421, batch loss 1.595, 1.74 iters/s
step 45422, batch loss 0.531, 1.74 iters/s
step 45423, batch loss 1.057, 1.74 iters/s
step 45424, batch loss 0.505, 1.75 iters/s
step 45425, batch loss 1.814, 1.74 iters/s
step 45426, batch loss 0.911, 1.74 iters/s
step 45427, batch loss 1.144, 1.74 iters/s
step 45428, batch loss 1.63, 1.74 iters/s
step 45429, batch loss 0.961, 1.74 iters/s
step 45430, batch loss 0.657, 1.74 iters/s
step 45431, batch loss 0.544, 1.74 iters/s
step 45432, batch loss 2.669, 1.74 iters/s
step 45433, batch loss 0.203, 1.74 iters/s
step 45434, batch loss 1.564, 1.74 iters/s
step 45435, batch loss 1.421, 1.74 iters/s
step 45436, batch loss 0.866, 1.74 iters/s
step 45437, batch loss 0.844, 1.74 iters/s
step 45438, batch loss 0.736, 1.74 iters/s
step 45439, batch loss 1.024, 1.74 iters/s
step 45440, batch loss 0.669, 1.74 iters/s
step 45441, batch loss 0.753, 1.74 iters/s
step 45442, batch loss 0.43, 1.74 iters/s
step 45443, batch loss 0.558, 1.74 iters/s
step 45444, batch loss 1.203, 1.74 iters/s
step 45445, batch loss 0.706, 1.74 iters/s
step 45446, batch loss 1.796, 1.74 iters/s
step 45447, batch loss 1.169, 1.74 iters/s
step 45448, batch loss 0.689, 1.74 iters/s
step 45449, batch loss 1.505, 1.74 iters/s
step 45450, batch loss 0.74, 1.74 iters/s
step 45451, batch loss 1.298, 1.73 iters/s
step 45452, batch loss 0.45, 1.74 iters/s
step 45453, batch loss 0.283, 1.74 iters/s
step 45454, batch loss 1.044, 1.74 iters/s
step 45455, batch loss 1.295, 1.74 iters/s
step 45456, batch loss 0.733, 1.74 iters/s
step 45457, batch loss 1.203, 1.74 iters/s
step 45458, batch loss 0.876, 1.74 iters/s
step 45459, batch loss 0.552, 1.74 iters/s
step 45460, batch loss 2.172, 1.74 iters/s
step 45461, batch loss 1.423, 1.74 iters/s
step 45462, batch loss 1.026, 1.74 iters/s
step 45463, batch loss 0.498, 1.74 iters/s
step 45464, batch loss 1.016, 1.74 iters/s
step 45465, batch loss 0.989, 1.74 iters/s
step 45466, batch loss 1.383, 1.74 iters/s
step 45467, batch loss 0.942, 1.74 iters/s
step 45468, batch loss 2.29, 1.74 iters/s
step 45469, batch loss 1.441, 1.74 iters/s
step 45470, batch loss 0.94, 1.74 iters/s
step 45471, batch loss 1.834, 1.74 iters/s
step 45472, batch loss 1.064, 1.74 iters/s
step 45473, batch loss 1.045, 1.74 iters/s
step 45474, batch loss 1.762, 1.74 iters/s
step 45475, batch loss 0.664, 1.74 iters/s
step 45476, batch loss 1.663, 1.74 iters/s
step 45477, batch loss 1.39, 1.74 iters/s
step 45478, batch loss 0.847, 1.74 iters/s
step 45479, batch loss 0.831, 1.74 iters/s
step 45480, batch loss 0.909, 1.74 iters/s
step 45481, batch loss 1.65, 1.74 iters/s
step 45482, batch loss 0.955, 1.74 iters/s
step 45483, batch loss 2.045, 1.74 iters/s
